type,wall_time,time_s,addr,ratio,label
DATA,2026-01-27T16:32:00,78.226,0x77,0.083418,background
DATA,2026-01-27T16:32:00,78.405,0x76,0.076919,background
DATA,2026-01-27T16:32:00,78.405,0x77,0.083139,background
DATA,2026-01-27T16:32:00,78.629,0x76,0.070848,background
DATA,2026-01-27T16:32:00,78.629,0x77,0.081642,background
DATA,2026-01-27T16:32:00,78.809,0x76,0.071136,background
DATA,2026-01-27T16:32:00,78.809,0x77,0.082173,background
DATA,2026-01-27T16:32:00,79.033,0x76,0.070355,background
DATA,2026-01-27T16:32:00,79.033,0x77,0.080995,background
DATA,2026-01-27T16:32:01,79.212,0x76,0.076003,background
DATA,2026-01-27T16:32:01,79.212,0x77,0.082337,background
DATA,2026-01-27T16:32:01,79.436,0x76,0.077972,background
DATA,2026-01-27T16:32:01,79.436,0x77,0.083849,background
DATA,2026-01-27T16:32:01,79.615,0x76,0.084571,background
DATA,2026-01-27T16:32:01,79.615,0x77,0.084880,background
DATA,2026-01-27T16:32:01,79.839,0x76,0.085852,background
DATA,2026-01-27T16:32:01,79.839,0x77,0.088291,background
DATA,2026-01-27T16:32:01,80.019,0x76,0.084281,background
DATA,2026-01-27T16:32:01,80.019,0x77,0.085908,background
DATA,2026-01-27T16:32:02,80.243,0x76,0.085572,background
DATA,2026-01-27T16:32:02,80.243,0x77,0.089446,background
DATA,2026-01-27T16:32:02,80.422,0x76,0.084405,background
DATA,2026-01-27T16:32:02,80.422,0x77,0.085839,background
DATA,2026-01-27T16:32:02,80.601,0x76,0.084530,background
DATA,2026-01-27T16:32:02,80.601,0x77,0.086111,background
DATA,2026-01-27T16:32:02,80.825,0x76,0.075393,background
DATA,2026-01-27T16:32:02,80.825,0x77,0.084784,background
DATA,2026-01-27T16:32:02,81.004,0x76,0.071832,background
DATA,2026-01-27T16:32:02,81.004,0x77,0.084015,background
DATA,2026-01-27T16:32:03,81.228,0x76,0.070376,background
DATA,2026-01-27T16:32:03,81.228,0x77,0.082857,background
DATA,2026-01-27T16:32:03,81.408,0x76,0.070834,background
DATA,2026-01-27T16:32:03,81.408,0x77,0.082253,background
DATA,2026-01-27T16:32:03,81.632,0x76,0.070143,background
DATA,2026-01-27T16:32:03,81.632,0x77,0.080807,background
DATA,2026-01-27T16:32:03,81.811,0x76,0.070567,background
DATA,2026-01-27T16:32:03,81.811,0x77,0.081657,background
DATA,2026-01-27T16:32:03,82.035,0x76,0.076213,background
DATA,2026-01-27T16:32:03,82.035,0x77,0.083946,background
DATA,2026-01-27T16:32:04,82.216,0x76,0.077351,background
DATA,2026-01-27T16:32:04,82.216,0x77,0.085093,background
DATA,2026-01-27T16:32:04,82.442,0x76,0.078540,background
DATA,2026-01-27T16:32:04,82.442,0x77,0.085893,background
DATA,2026-01-27T16:32:04,82.623,0x76,0.078148,background
DATA,2026-01-27T16:32:04,82.623,0x77,0.085758,background
DATA,2026-01-27T16:32:04,82.805,0x76,0.078584,background
DATA,2026-01-27T16:32:04,82.805,0x77,0.084998,background
DATA,2026-01-27T16:32:04,83.031,0x76,0.072167,background
DATA,2026-01-27T16:32:04,83.031,0x77,0.083500,background
DATA,2026-01-27T16:32:05,83.213,0x76,0.071379,background
DATA,2026-01-27T16:32:05,83.213,0x77,0.082634,background
DATA,2026-01-27T16:32:05,83.439,0x76,0.077220,background
DATA,2026-01-27T16:32:05,83.439,0x77,0.084251,background
DATA,2026-01-27T16:32:05,83.621,0x76,0.077960,background
DATA,2026-01-27T16:32:05,83.621,0x77,0.084906,background
DATA,2026-01-27T16:32:05,83.804,0x76,0.078265,background
DATA,2026-01-27T16:32:05,83.804,0x77,0.084859,background
DATA,2026-01-27T16:32:05,84.029,0x76,0.071577,background
DATA,2026-01-27T16:32:05,84.029,0x77,0.083606,background
DATA,2026-01-27T16:32:06,84.208,0x76,0.071054,background
DATA,2026-01-27T16:32:06,84.208,0x77,0.082814,background
DATA,2026-01-27T16:32:06,84.432,0x76,0.070146,background
DATA,2026-01-27T16:32:06,84.432,0x77,0.081318,background
DATA,2026-01-27T16:32:06,84.611,0x76,0.070382,background
DATA,2026-01-27T16:32:06,84.611,0x77,0.081950,background
DATA,2026-01-27T16:32:06,84.835,0x76,0.077007,background
DATA,2026-01-27T16:32:06,84.835,0x77,0.083002,background
DATA,2026-01-27T16:32:06,85.016,0x76,0.078173,background
DATA,2026-01-27T16:32:06,85.016,0x77,0.083828,background
DATA,2026-01-27T16:32:07,85.240,0x76,0.079168,background
DATA,2026-01-27T16:32:07,85.240,0x77,0.084862,background
DATA,2026-01-27T16:32:07,85.419,0x76,0.078023,background
DATA,2026-01-27T16:32:07,85.419,0x77,0.084927,background
DATA,2026-01-27T16:32:07,85.642,0x76,0.078900,background
DATA,2026-01-27T16:32:07,85.642,0x77,0.085922,background
DATA,2026-01-27T16:32:07,85.822,0x76,0.077960,background
DATA,2026-01-27T16:32:07,85.822,0x77,0.085640,background
DATA,2026-01-27T16:32:07,86.001,0x76,0.077997,background
DATA,2026-01-27T16:32:07,86.001,0x77,0.084400,background
DATA,2026-01-27T16:32:08,86.224,0x76,0.071324,background
DATA,2026-01-27T16:32:08,86.224,0x77,0.082985,background
DATA,2026-01-27T16:32:08,86.404,0x76,0.071053,background
DATA,2026-01-27T16:32:08,86.404,0x77,0.082595,background
DATA,2026-01-27T16:32:08,86.627,0x76,0.069756,background
DATA,2026-01-27T16:32:08,86.627,0x77,0.080906,background
DATA,2026-01-27T16:32:08,86.807,0x76,0.069979,background
DATA,2026-01-27T16:32:08,86.807,0x77,0.081237,background
DATA,2026-01-27T16:32:08,87.030,0x76,0.069146,background
DATA,2026-01-27T16:32:08,87.030,0x77,0.079851,background
DATA,2026-01-27T16:32:09,87.210,0x76,0.070046,background
DATA,2026-01-27T16:32:09,87.210,0x77,0.081441,background
DATA,2026-01-27T16:32:09,87.433,0x76,0.069706,background
DATA,2026-01-27T16:32:09,87.433,0x77,0.079172,background
DATA,2026-01-27T16:32:09,87.613,0x76,0.069928,background
EVENT,2026-01-27T16:32:09,87.613,,,turps
DATA,2026-01-27T16:32:09,87.613,0x77,0.080457,turps
DATA,2026-01-27T16:32:09,87.836,0x76,0.071749,turps
DATA,2026-01-27T16:32:09,87.836,0x77,0.082554,turps
DATA,2026-01-27T16:32:09,88.016,0x76,0.072207,turps
DATA,2026-01-27T16:32:09,88.016,0x77,0.083626,turps
DATA,2026-01-27T16:32:10,88.240,0x76,0.078719,turps
DATA,2026-01-27T16:32:10,88.240,0x77,0.084822,turps
DATA,2026-01-27T16:32:10,88.420,0x76,0.072250,turps
DATA,2026-01-27T16:32:10,88.420,0x77,0.084512,turps
DATA,2026-01-27T16:32:10,88.644,0x76,0.078536,turps
DATA,2026-01-27T16:32:10,88.644,0x77,0.085503,turps
DATA,2026-01-27T16:32:10,88.823,0x76,0.072264,turps
DATA,2026-01-27T16:32:10,88.823,0x77,0.085825,turps
DATA,2026-01-27T16:32:10,89.002,0x76,0.072358,turps
DATA,2026-01-27T16:32:10,89.002,0x77,0.085740,turps
DATA,2026-01-27T16:32:11,89.226,0x76,0.071140,turps
DATA,2026-01-27T16:32:11,89.226,0x77,0.083149,turps
DATA,2026-01-27T16:32:11,89.405,0x76,0.070661,turps
DATA,2026-01-27T16:32:11,89.405,0x77,0.082260,turps
DATA,2026-01-27T16:32:11,89.629,0x76,0.069133,turps
DATA,2026-01-27T16:32:11,89.629,0x77,0.080564,turps
DATA,2026-01-27T16:32:11,89.808,0x76,0.069493,turps
DATA,2026-01-27T16:32:11,89.808,0x77,0.081838,turps
DATA,2026-01-27T16:32:11,90.032,0x76,0.068952,turps
DATA,2026-01-27T16:32:11,90.032,0x77,0.080324,turps
DATA,2026-01-27T16:32:12,90.211,0x76,0.069699,turps
DATA,2026-01-27T16:32:12,90.211,0x77,0.081984,turps
DATA,2026-01-27T16:32:12,90.438,0x76,0.070643,turps
DATA,2026-01-27T16:32:12,90.438,0x77,0.083869,turps
DATA,2026-01-27T16:32:12,90.619,0x76,0.072332,turps
DATA,2026-01-27T16:32:12,90.619,0x77,0.084448,turps
DATA,2026-01-27T16:32:12,90.843,0x76,0.078232,turps
DATA,2026-01-27T16:32:12,90.843,0x77,0.089161,turps
DATA,2026-01-27T16:32:12,91.022,0x76,0.071955,turps
DATA,2026-01-27T16:32:12,91.022,0x77,0.099524,turps
DATA,2026-01-27T16:32:13,91.202,0x76,0.072268,turps
DATA,2026-01-27T16:32:13,91.202,0x77,0.106907,turps
DATA,2026-01-27T16:32:13,91.426,0x76,0.070937,turps
DATA,2026-01-27T16:32:13,91.426,0x77,0.103951,turps
DATA,2026-01-27T16:32:13,91.605,0x76,0.070882,turps
DATA,2026-01-27T16:32:13,91.605,0x77,0.066540,turps
DATA,2026-01-27T16:32:13,91.829,0x76,0.069660,turps
DATA,2026-01-27T16:32:13,91.829,0x77,0.062115,turps
DATA,2026-01-27T16:32:13,92.008,0x76,0.076124,turps
DATA,2026-01-27T16:32:13,92.008,0x77,0.065295,turps
DATA,2026-01-27T16:32:14,92.232,0x76,0.077441,turps
DATA,2026-01-27T16:32:14,92.232,0x77,0.065089,turps
DATA,2026-01-27T16:32:14,92.413,0x76,0.082509,turps
DATA,2026-01-27T16:32:14,92.413,0x77,0.066955,turps
DATA,2026-01-27T16:32:14,92.637,0x76,0.084774,turps
DATA,2026-01-27T16:32:14,92.637,0x77,0.068594,turps
DATA,2026-01-27T16:32:14,92.817,0x76,0.087386,turps
DATA,2026-01-27T16:32:14,92.817,0x77,0.068950,turps
DATA,2026-01-27T16:32:14,93.041,0x76,0.088863,turps
DATA,2026-01-27T16:32:14,93.041,0x77,0.070160,turps
DATA,2026-01-27T16:32:15,93.220,0x76,0.088092,turps
DATA,2026-01-27T16:32:15,93.220,0x77,0.069473,turps
DATA,2026-01-27T16:32:15,93.401,0x76,0.088680,turps
DATA,2026-01-27T16:32:15,93.401,0x77,0.068398,turps
DATA,2026-01-27T16:32:15,93.626,0x76,0.086518,turps
DATA,2026-01-27T16:32:15,93.626,0x77,0.066731,turps
DATA,2026-01-27T16:32:15,93.805,0x76,0.086068,turps
DATA,2026-01-27T16:32:15,93.805,0x77,0.066197,turps
DATA,2026-01-27T16:32:15,94.029,0x76,0.084136,turps
DATA,2026-01-27T16:32:15,94.029,0x77,0.064011,turps
DATA,2026-01-27T16:32:16,94.208,0x76,0.085130,turps
DATA,2026-01-27T16:32:16,94.208,0x77,0.063895,turps
DATA,2026-01-27T16:32:16,94.432,0x76,0.083460,turps
DATA,2026-01-27T16:32:16,94.432,0x77,0.108078,turps
DATA,2026-01-27T16:32:16,94.612,0x76,0.084250,turps
DATA,2026-01-27T16:32:16,94.612,0x77,0.118455,turps
DATA,2026-01-27T16:32:16,94.838,0x76,0.087022,turps
DATA,2026-01-27T16:32:16,94.838,0x77,0.112167,turps
DATA,2026-01-27T16:32:16,95.017,0x76,0.089122,turps
DATA,2026-01-27T16:32:16,95.017,0x77,0.121058,turps
DATA,2026-01-27T16:32:17,95.242,0x76,0.090581,turps
DATA,2026-01-27T16:32:17,95.242,0x77,0.121311,turps
DATA,2026-01-27T16:32:17,95.423,0x76,0.088879,turps
DATA,2026-01-27T16:32:17,95.423,0x77,0.119646,turps
DATA,2026-01-27T16:32:17,95.605,0x76,0.089027,turps
DATA,2026-01-27T16:32:17,95.605,0x77,0.116940,turps
DATA,2026-01-27T16:32:17,95.830,0x76,0.086936,turps
DATA,2026-01-27T16:32:17,95.830,0x77,0.113717,turps
DATA,2026-01-27T16:32:17,96.009,0x76,0.085833,turps
DATA,2026-01-27T16:32:17,96.009,0x77,0.111745,turps
DATA,2026-01-27T16:32:18,96.234,0x76,0.084120,turps
DATA,2026-01-27T16:32:18,96.234,0x77,0.116287,turps
DATA,2026-01-27T16:32:18,96.415,0x76,0.085160,turps
DATA,2026-01-27T16:32:18,96.415,0x77,0.115352,turps
DATA,2026-01-27T16:32:18,96.641,0x76,0.087454,turps
DATA,2026-01-27T16:32:18,96.641,0x77,0.115045,turps
DATA,2026-01-27T16:32:18,96.821,0x76,0.088649,turps
DATA,2026-01-27T16:32:18,96.821,0x77,0.115916,turps
DATA,2026-01-27T16:32:18,97.000,0x76,0.088485,turps
DATA,2026-01-27T16:32:18,97.000,0x77,0.114339,turps
DATA,2026-01-27T16:32:19,97.224,0x76,0.086035,turps
DATA,2026-01-27T16:32:19,97.224,0x77,0.108296,turps
DATA,2026-01-27T16:32:19,97.403,0x76,0.085234,turps
DATA,2026-01-27T16:32:19,97.403,0x77,0.107529,turps
DATA,2026-01-27T16:32:19,97.627,0x76,0.083308,turps
DATA,2026-01-27T16:32:19,97.627,0x77,0.104794,turps
DATA,2026-01-27T16:32:19,97.806,0x76,0.083800,turps
DATA,2026-01-27T16:32:19,97.806,0x77,0.105678,turps
DATA,2026-01-27T16:32:19,98.030,0x76,0.082662,turps
DATA,2026-01-27T16:32:19,98.030,0x77,0.102691,turps
DATA,2026-01-27T16:32:20,98.209,0x76,0.083507,turps
DATA,2026-01-27T16:32:20,98.209,0x77,0.104174,turps
DATA,2026-01-27T16:32:20,98.433,0x76,0.082662,turps
DATA,2026-01-27T16:32:20,98.433,0x77,0.101213,turps
DATA,2026-01-27T16:32:20,98.612,0x76,0.083621,turps
DATA,2026-01-27T16:32:20,98.612,0x77,0.102523,turps
DATA,2026-01-27T16:32:20,98.836,0x76,0.084709,turps
DATA,2026-01-27T16:32:20,98.836,0x77,0.105331,turps
DATA,2026-01-27T16:32:20,99.017,0x76,0.085782,turps
DATA,2026-01-27T16:32:20,99.017,0x77,0.107375,turps
DATA,2026-01-27T16:32:21,99.241,0x76,0.087588,turps
DATA,2026-01-27T16:32:21,99.241,0x77,0.108841,turps
DATA,2026-01-27T16:32:21,99.423,0x76,0.087007,turps
DATA,2026-01-27T16:32:21,99.423,0x77,0.108187,turps
DATA,2026-01-27T16:32:21,99.605,0x76,0.087187,turps
DATA,2026-01-27T16:32:21,99.605,0x77,0.104976,turps
DATA,2026-01-27T16:32:21,99.830,0x76,0.085317,turps
DATA,2026-01-27T16:32:21,99.830,0x77,0.100142,turps
DATA,2026-01-27T16:32:21,100.011,0x76,0.084619,turps
DATA,2026-01-27T16:32:21,100.011,0x77,0.098753,turps
DATA,2026-01-27T16:32:22,100.236,0x76,0.085575,turps
DATA,2026-01-27T16:32:22,100.236,0x77,0.100333,turps
DATA,2026-01-27T16:32:22,100.416,0x76,0.087082,turps
DATA,2026-01-27T16:32:22,100.416,0x77,0.102311,turps
DATA,2026-01-27T16:32:22,100.642,0x76,0.087699,turps
DATA,2026-01-27T16:32:22,100.642,0x77,0.104002,turps
DATA,2026-01-27T16:32:22,100.824,0x76,0.086712,turps
DATA,2026-01-27T16:32:22,100.824,0x77,0.100764,turps
DATA,2026-01-27T16:32:22,101.005,0x76,0.086678,turps
DATA,2026-01-27T16:32:22,101.005,0x77,0.100004,turps
DATA,2026-01-27T16:32:23,101.229,0x76,0.084182,turps
DATA,2026-01-27T16:32:23,101.229,0x77,0.095505,turps
DATA,2026-01-27T16:32:23,101.408,0x76,0.083604,turps
DATA,2026-01-27T16:32:23,101.408,0x77,0.094151,turps
DATA,2026-01-27T16:32:23,101.632,0x76,0.081768,turps
DATA,2026-01-27T16:32:23,101.632,0x77,0.090459,turps
DATA,2026-01-27T16:32:23,101.812,0x76,0.082342,turps
DATA,2026-01-27T16:32:23,101.812,0x77,0.092001,turps
DATA,2026-01-27T16:32:23,102.036,0x76,0.084063,turps
DATA,2026-01-27T16:32:23,102.036,0x77,0.092944,turps
DATA,2026-01-27T16:32:24,102.216,0x76,0.086303,turps
DATA,2026-01-27T16:32:24,102.216,0x77,0.096740,turps
DATA,2026-01-27T16:32:24,102.440,0x76,0.087344,turps
DATA,2026-01-27T16:32:24,102.440,0x77,0.098726,turps
DATA,2026-01-27T16:32:24,102.621,0x76,0.087092,turps
DATA,2026-01-27T16:32:24,102.621,0x77,0.098279,turps
DATA,2026-01-27T16:32:24,102.801,0x76,0.085455,turps
DATA,2026-01-27T16:32:24,102.801,0x77,0.095389,turps
DATA,2026-01-27T16:32:24,103.026,0x76,0.084112,turps
DATA,2026-01-27T16:32:24,103.026,0x77,0.088492,turps
DATA,2026-01-27T16:32:25,103.207,0x76,0.083071,turps
DATA,2026-01-27T16:32:25,103.207,0x77,0.087745,turps
DATA,2026-01-27T16:32:25,103.434,0x76,0.077804,turps
DATA,2026-01-27T16:32:25,103.434,0x77,0.083054,turps
DATA,2026-01-27T16:32:25,103.615,0x76,0.076143,turps
DATA,2026-01-27T16:32:25,103.615,0x77,0.086754,turps
DATA,2026-01-27T16:32:25,103.843,0x76,0.077683,turps
DATA,2026-01-27T16:32:25,103.843,0x77,0.090477,turps
DATA,2026-01-27T16:32:25,104.026,0x76,0.084082,turps
DATA,2026-01-27T16:32:25,104.026,0x77,0.093771,turps
DATA,2026-01-27T16:32:26,104.205,0x76,0.083897,turps
DATA,2026-01-27T16:32:26,104.205,0x77,0.093953,turps
DATA,2026-01-27T16:32:26,104.432,0x76,0.078670,turps
DATA,2026-01-27T16:32:26,104.432,0x77,0.088125,turps
DATA,2026-01-27T16:32:26,104.612,0x76,0.082841,turps
DATA,2026-01-27T16:32:26,104.612,0x77,0.087505,turps
DATA,2026-01-27T16:32:26,104.838,0x76,0.078399,turps
DATA,2026-01-27T16:32:26,104.838,0x77,0.090808,turps
DATA,2026-01-27T16:32:26,105.019,0x76,0.085396,turps
DATA,2026-01-27T16:32:26,105.019,0x77,0.094723,turps
DATA,2026-01-27T16:32:27,105.200,0x76,0.085149,turps
DATA,2026-01-27T16:32:27,105.200,0x77,0.094867,turps
DATA,2026-01-27T16:32:27,105.426,0x76,0.079585,turps
DATA,2026-01-27T16:32:27,105.426,0x77,0.088605,turps
DATA,2026-01-27T16:32:27,105.607,0x76,0.077633,turps
DATA,2026-01-27T16:32:27,105.607,0x77,0.087578,turps
DATA,2026-01-27T16:32:27,105.837,0x76,0.074046,turps
DATA,2026-01-27T16:32:27,105.837,0x77,0.082745,turps
DATA,2026-01-27T16:32:27,106.017,0x76,0.076225,turps
DATA,2026-01-27T16:32:27,106.017,0x77,0.084151,turps
DATA,2026-01-27T16:32:28,106.242,0x76,0.078211,turps
DATA,2026-01-27T16:32:28,106.242,0x77,0.086530,turps
DATA,2026-01-27T16:32:28,106.423,0x76,0.085001,turps
DATA,2026-01-27T16:32:28,106.423,0x77,0.089010,turps
DATA,2026-01-27T16:32:28,106.603,0x76,0.083835,turps
DATA,2026-01-27T16:32:28,106.603,0x77,0.085857,turps
DATA,2026-01-27T16:32:28,106.829,0x76,0.074758,turps
DATA,2026-01-27T16:32:28,106.829,0x77,0.083456,turps
DATA,2026-01-27T16:32:28,107.009,0x76,0.076013,turps
DATA,2026-01-27T16:32:28,107.009,0x77,0.084919,turps
DATA,2026-01-27T16:32:29,107.234,0x76,0.070491,turps
DATA,2026-01-27T16:32:29,107.234,0x77,0.082617,turps
DATA,2026-01-27T16:32:29,107.416,0x76,0.075772,turps
DATA,2026-01-27T16:32:29,107.416,0x77,0.086666,turps
DATA,2026-01-27T16:32:29,107.642,0x76,0.077989,turps
DATA,2026-01-27T16:32:29,107.642,0x77,0.090851,turps
DATA,2026-01-27T16:32:29,107.822,0x76,0.084489,turps
DATA,2026-01-27T16:32:29,107.822,0x77,0.095182,turps
DATA,2026-01-27T16:32:29,108.002,0x76,0.084751,turps
DATA,2026-01-27T16:32:29,108.002,0x77,0.095303,turps
DATA,2026-01-27T16:32:30,108.226,0x76,0.078747,turps
DATA,2026-01-27T16:32:30,108.226,0x77,0.091574,turps
DATA,2026-01-27T16:32:30,108.406,0x76,0.076622,turps
DATA,2026-01-27T16:32:30,108.406,0x77,0.091095,turps
DATA,2026-01-27T16:32:30,108.631,0x76,0.070196,turps
DATA,2026-01-27T16:32:30,108.631,0x77,0.086053,turps
DATA,2026-01-27T16:32:30,108.811,0x76,0.075596,turps
DATA,2026-01-27T16:32:30,108.811,0x77,0.086851,turps
DATA,2026-01-27T16:32:30,109.036,0x76,0.077974,turps
DATA,2026-01-27T16:32:30,109.036,0x77,0.089471,turps
DATA,2026-01-27T16:32:31,109.215,0x76,0.085155,turps
DATA,2026-01-27T16:32:31,109.215,0x77,0.093516,turps
DATA,2026-01-27T16:32:31,109.439,0x76,0.085590,turps
DATA,2026-01-27T16:32:31,109.439,0x77,0.095876,turps
DATA,2026-01-27T16:32:31,109.618,0x76,0.084449,turps
DATA,2026-01-27T16:32:31,109.618,0x77,0.095565,turps
DATA,2026-01-27T16:32:31,109.842,0x76,0.085401,turps
DATA,2026-01-27T16:32:31,109.842,0x77,0.098019,turps
DATA,2026-01-27T16:32:31,110.021,0x76,0.084414,turps
DATA,2026-01-27T16:32:31,110.021,0x77,0.098116,turps
DATA,2026-01-27T16:32:32,110.201,0x76,0.084154,turps
DATA,2026-01-27T16:32:32,110.201,0x77,0.095380,turps
DATA,2026-01-27T16:32:32,110.424,0x76,0.075336,turps
DATA,2026-01-27T16:32:32,110.424,0x77,0.088735,turps
DATA,2026-01-27T16:32:32,110.604,0x76,0.071773,turps
DATA,2026-01-27T16:32:32,110.604,0x77,0.087940,turps
DATA,2026-01-27T16:32:32,110.827,0x76,0.070304,turps
DATA,2026-01-27T16:32:32,110.827,0x77,0.085791,turps
DATA,2026-01-27T16:32:32,111.007,0x76,0.070438,turps
DATA,2026-01-27T16:32:32,111.007,0x77,0.089685,turps
DATA,2026-01-27T16:32:33,111.231,0x76,0.069744,turps
DATA,2026-01-27T16:32:33,111.231,0x77,0.085948,turps
DATA,2026-01-27T16:32:33,111.414,0x76,0.070377,turps
DATA,2026-01-27T16:32:33,111.414,0x77,0.086967,turps
DATA,2026-01-27T16:32:33,111.640,0x76,0.077551,turps
DATA,2026-01-27T16:32:33,111.640,0x77,0.092489,turps
DATA,2026-01-27T16:32:33,111.821,0x76,0.084158,turps
DATA,2026-01-27T16:32:33,111.821,0x77,0.095752,turps
DATA,2026-01-27T16:32:33,112.001,0x76,0.078255,turps
DATA,2026-01-27T16:32:33,112.001,0x77,0.095207,turps
DATA,2026-01-27T16:32:34,112.226,0x76,0.075400,turps
DATA,2026-01-27T16:32:34,112.226,0x77,0.088503,turps
DATA,2026-01-27T16:32:34,112.407,0x76,0.071600,turps
DATA,2026-01-27T16:32:34,112.407,0x77,0.087936,turps
DATA,2026-01-27T16:32:34,112.634,0x76,0.070105,turps
DATA,2026-01-27T16:32:34,112.634,0x77,0.083123,turps
DATA,2026-01-27T16:32:34,112.816,0x76,0.070682,turps
DATA,2026-01-27T16:32:34,112.816,0x77,0.086471,turps
DATA,2026-01-27T16:32:34,113.040,0x76,0.077418,turps
DATA,2026-01-27T16:32:34,113.040,0x77,0.089707,turps
DATA,2026-01-27T16:32:35,113.221,0x76,0.078414,turps
DATA,2026-01-27T16:32:35,113.221,0x77,0.095022,turps
DATA,2026-01-27T16:32:35,113.403,0x76,0.084329,turps
DATA,2026-01-27T16:32:35,113.403,0x77,0.094714,turps
DATA,2026-01-27T16:32:35,113.628,0x76,0.071842,turps
DATA,2026-01-27T16:32:35,113.628,0x77,0.085495,turps
DATA,2026-01-27T16:32:35,113.807,0x76,0.071389,turps
DATA,2026-01-27T16:32:35,113.807,0x77,0.087557,turps
DATA,2026-01-27T16:32:35,114.032,0x76,0.070207,turps
DATA,2026-01-27T16:32:35,114.032,0x77,0.082740,turps
DATA,2026-01-27T16:32:36,114.211,0x76,0.070456,turps
DATA,2026-01-27T16:32:36,114.211,0x77,0.086187,turps
DATA,2026-01-27T16:32:36,114.435,0x76,0.076316,turps
DATA,2026-01-27T16:32:36,114.435,0x77,0.090180,turps
DATA,2026-01-27T16:32:36,114.615,0x76,0.078322,turps
DATA,2026-01-27T16:32:36,114.615,0x77,0.093733,turps
DATA,2026-01-27T16:32:36,114.839,0x76,0.079223,turps
DATA,2026-01-27T16:32:36,114.839,0x77,0.095557,turps
DATA,2026-01-27T16:32:36,115.018,0x76,0.078812,turps
DATA,2026-01-27T16:32:36,115.018,0x77,0.095230,turps
DATA,2026-01-27T16:32:37,115.244,0x76,0.079259,turps
DATA,2026-01-27T16:32:37,115.244,0x77,0.092924,turps
DATA,2026-01-27T16:32:37,115.426,0x76,0.078343,turps
DATA,2026-01-27T16:32:37,115.426,0x77,0.094653,turps
DATA,2026-01-27T16:32:37,115.607,0x76,0.078549,turps
DATA,2026-01-27T16:32:37,115.607,0x77,0.094316,turps
DATA,2026-01-27T16:32:37,115.831,0x76,0.071766,turps
DATA,2026-01-27T16:32:37,115.831,0x77,0.084917,turps
DATA,2026-01-27T16:32:37,116.010,0x76,0.071258,turps
DATA,2026-01-27T16:32:37,116.010,0x77,0.083611,turps
DATA,2026-01-27T16:32:38,116.234,0x76,0.070037,turps
DATA,2026-01-27T16:32:38,116.234,0x77,0.082035,turps
DATA,2026-01-27T16:32:38,116.413,0x76,0.070734,turps
DATA,2026-01-27T16:32:38,116.413,0x77,0.082325,turps
DATA,2026-01-27T16:32:38,116.637,0x76,0.076988,turps
DATA,2026-01-27T16:32:38,116.637,0x77,0.084063,turps
DATA,2026-01-27T16:32:38,116.816,0x76,0.078019,turps
DATA,2026-01-27T16:32:38,116.816,0x77,0.086168,turps
DATA,2026-01-27T16:32:38,117.040,0x76,0.078854,turps
DATA,2026-01-27T16:32:38,117.040,0x77,0.089398,turps
DATA,2026-01-27T16:32:39,117.219,0x76,0.078027,turps
DATA,2026-01-27T16:32:39,117.219,0x77,0.089763,turps
DATA,2026-01-27T16:32:39,117.443,0x76,0.078947,turps
DATA,2026-01-27T16:32:39,117.443,0x77,0.092432,turps
DATA,2026-01-27T16:32:39,117.623,0x76,0.077718,turps
DATA,2026-01-27T16:32:39,117.623,0x77,0.087186,turps
DATA,2026-01-27T16:32:39,117.802,0x76,0.077998,turps
DATA,2026-01-27T16:32:39,117.802,0x77,0.085571,turps
DATA,2026-01-27T16:32:39,118.026,0x76,0.071318,turps
DATA,2026-01-27T16:32:39,118.026,0x77,0.084465,turps
DATA,2026-01-27T16:32:40,118.205,0x76,0.071069,turps
DATA,2026-01-27T16:32:40,118.205,0x77,0.083423,turps
DATA,2026-01-27T16:32:40,118.429,0x76,0.069656,turps
DATA,2026-01-27T16:32:40,118.429,0x77,0.081666,turps
DATA,2026-01-27T16:32:40,118.608,0x76,0.070098,turps
DATA,2026-01-27T16:32:40,118.608,0x77,0.082446,turps
DATA,2026-01-27T16:32:40,118.832,0x76,0.069415,turps
DATA,2026-01-27T16:32:40,118.832,0x77,0.080791,turps
DATA,2026-01-27T16:32:40,119.012,0x76,0.069927,turps
DATA,2026-01-27T16:32:40,119.012,0x77,0.081222,turps
DATA,2026-01-27T16:32:41,119.236,0x76,0.071066,turps
DATA,2026-01-27T16:32:41,119.236,0x77,0.083173,turps
DATA,2026-01-27T16:32:41,119.415,0x76,0.077886,turps
DATA,2026-01-27T16:32:41,119.415,0x77,0.084816,turps
DATA,2026-01-27T16:32:41,119.639,0x76,0.078623,turps
DATA,2026-01-27T16:32:41,119.639,0x77,0.085941,turps
DATA,2026-01-27T16:32:41,119.819,0x76,0.073011,turps
DATA,2026-01-27T16:32:41,119.819,0x77,0.085770,turps
DATA,2026-01-27T16:32:41,120.043,0x76,0.078450,turps
DATA,2026-01-27T16:32:41,120.043,0x77,0.086744,turps
DATA,2026-01-27T16:32:42,120.222,0x76,0.072478,turps
DATA,2026-01-27T16:32:42,120.222,0x77,0.086542,turps
DATA,2026-01-27T16:32:42,120.401,0x76,0.072468,turps
DATA,2026-01-27T16:32:42,120.401,0x77,0.085794,turps
DATA,2026-01-27T16:32:42,120.625,0x76,0.070702,turps
DATA,2026-01-27T16:32:42,120.625,0x77,0.084118,turps
